study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
PRJNA720479	SAMN18651794	SRX10548119	SRR14180107	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/007/SRR14180107/SRR14180107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/007/SRR14180107/SRR14180107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/007/SRR14180107	SP107N_SP291N_larva
PRJNA720479	SAMN18651758	SRX10548118	SRR14180108	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/008/SRR14180108/SRR14180108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/008/SRR14180108/SRR14180108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/008/SRR14180108	EA13N_EA84N_larva
PRJNA720479	SAMN18651792	SRX10548116	SRR14180110	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/010/SRR14180110/SRR14180110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/010/SRR14180110/SRR14180110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/010/SRR14180110	SD116N_SD113N_larva
PRJNA720479	SAMN18651789	SRX10548113	SRR14180113	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/013/SRR14180113/SRR14180113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/013/SRR14180113/SRR14180113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/013/SRR14180113	SD135N_SD43N_larva
PRJNA720479	SAMN18651787	SRX10548111	SRR14180115	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/015/SRR14180115/SRR14180115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/015/SRR14180115/SRR14180115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/015/SRR14180115	SD63N_SD27N_larva
PRJNA720479	SAMN18651786	SRX10548110	SRR14180116	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/016/SRR14180116/SRR14180116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/016/SRR14180116/SRR14180116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/016/SRR14180116	SD18N_SD151N_larva
PRJNA720479	SAMN18651785	SRX10548109	SRR14180117	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/017/SRR14180117/SRR14180117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/017/SRR14180117/SRR14180117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/017/SRR14180117	FR225N_FR54N_larva
PRJNA720479	SAMN18651757	SRX10548107	SRR14180119	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/019/SRR14180119/SRR14180119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/019/SRR14180119/SRR14180119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/019/SRR14180119	EA91N_EA103N_larva
PRJNA720479	SAMN18651781	SRX10548104	SRR14180122	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/022/SRR14180122/SRR14180122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/022/SRR14180122/SRR14180122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/022/SRR14180122	FR73N_FR135N_larva
PRJNA720479	SAMN18651847	SRX10548094	SRR14180132	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/032/SRR14180132/SRR14180132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/032/SRR14180132/SRR14180132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/032/SRR14180132	SP315N_SP69N_pupa
PRJNA720479	SAMN18651844	SRX10548091	SRR14180135	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/035/SRR14180135/SRR14180135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/035/SRR14180135/SRR14180135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/035/SRR14180135	SP15N_SP249N_pupa
PRJNA720479	SAMN18651838	SRX10548084	SRR14180142	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/042/SRR14180142/SRR14180142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/042/SRR14180142/SRR14180142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/042/SRR14180142	SD3N_SD145N_pupa
PRJNA720479	SAMN18651837	SRX10548083	SRR14180143	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/043/SRR14180143/SRR14180143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/043/SRR14180143/SRR14180143_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/043/SRR14180143	SD135N_SD43N_pupa
PRJNA720479	SAMN18651836	SRX10548082	SRR14180144	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/044/SRR14180144/SRR14180144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/044/SRR14180144/SRR14180144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/044/SRR14180144	SD132N_SD21N_pupa
PRJNA720479	SAMN18651880	SRX10548081	SRR14180145	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/045/SRR14180145/SRR14180145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/045/SRR14180145/SRR14180145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/045/SRR14180145	FR19N_FR112N_adult
PRJNA720479	SAMN18651879	SRX10548080	SRR14180146	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/046/SRR14180146/SRR14180146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/046/SRR14180146/SRR14180146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/046/SRR14180146	FR16N_FR222N_adult
PRJNA720479	SAMN18651877	SRX10548078	SRR14180148	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/048/SRR14180148/SRR14180148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/048/SRR14180148/SRR14180148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/048/SRR14180148	FR73N_FR135N_adult
PRJNA720479	SAMN18651874	SRX10548075	SRR14180151	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/051/SRR14180151/SRR14180151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/051/SRR14180151/SRR14180151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/051/SRR14180151	FR173N_FR260N_adult
PRJNA720479	SAMN18651766	SRX10548074	SRR14180152	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/052/SRR14180152/SRR14180152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/052/SRR14180152/SRR14180152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/052/SRR14180152	EF101N_EF74N_larva
PRJNA720479	SAMN18651872	SRX10548072	SRR14180154	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/054/SRR14180154/SRR14180154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/054/SRR14180154/SRR14180154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/054/SRR14180154	EG50N_EG55N_adult
PRJNA720479	SAMN18651867	SRX10548067	SRR14180159	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/059/SRR14180159/SRR14180159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/059/SRR14180159/SRR14180159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/059/SRR14180159	EG57N_EG12N_adult
PRJNA720479	SAMN18651860	SRX10548059	SRR14180167	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/067/SRR14180167/SRR14180167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/067/SRR14180167/SRR14180167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/067/SRR14180167	EF117N_EF81N_adult
PRJNA720479	SAMN18651857	SRX10548056	SRR14180170	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/070/SRR14180170/SRR14180170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/070/SRR14180170/SRR14180170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/070/SRR14180170	EA90N_EA45N_adult
PRJNA720479	SAMN18651854	SRX10548053	SRR14180173	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/073/SRR14180173/SRR14180173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/073/SRR14180173/SRR14180173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/073/SRR14180173	EA13N_EA84N_adult
PRJNA720479	SAMN18651764	SRX10548052	SRR14180174	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/074/SRR14180174/SRR14180174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/074/SRR14180174/SRR14180174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/074/SRR14180174	EF117N_EF81N_larva
PRJNA720479	SAMN18651777	SRX10548228	SRR14179998	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/098/SRR14179998/SRR14179998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/098/SRR14179998/SRR14179998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/098/SRR14179998	EG74N_EG48N_larva
PRJNA720479	SAMN18651775	SRX10548226	SRR14180000	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/000/SRR14180000/SRR14180000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/000/SRR14180000/SRR14180000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/000/SRR14180000	EG46N_EG49N_larva
PRJNA720479	SAMN18651773	SRX10548223	SRR14180003	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180003/SRR14180003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180003/SRR14180003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/003/SRR14180003	EG33N_EG59N_larva
PRJNA720479	SAMN18651932	SRX10548221	SRR14180005	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/005/SRR14180005/SRR14180005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/005/SRR14180005/SRR14180005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/005/SRR14180005	SD21N_parent
PRJNA720479	SAMN18651924	SRX10548213	SRR14180013	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/013/SRR14180013/SRR14180013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/013/SRR14180013/SRR14180013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/013/SRR14180013	FR320N_parent
PRJNA720479	SAMN18651919	SRX10548207	SRR14180019	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/019/SRR14180019/SRR14180019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/019/SRR14180019/SRR14180019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/019/SRR14180019	EG48N_parent
PRJNA720479	SAMN18651917	SRX10548205	SRR14180021	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180021/SRR14180021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180021/SRR14180021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/021/SRR14180021	EG36N_parent
PRJNA720479	SAMN18651834	SRX10548195	SRR14180031	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180031/SRR14180031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180031/SRR14180031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/031/SRR14180031	SD18N_SD151N_pupa
PRJNA720479	SAMN18651823	SRX10548182	SRR14180044	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/044/SRR14180044/SRR14180044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/044/SRR14180044/SRR14180044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/044/SRR14180044	EG46N_EG49N_pupa
PRJNA720479	SAMN18651822	SRX10548181	SRR14180045	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/045/SRR14180045/SRR14180045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/045/SRR14180045/SRR14180045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/045/SRR14180045	EG36N_EG28N_pupa
PRJNA720479	SAMN18651819	SRX10548178	SRR14180048	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/048/SRR14180048/SRR14180048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/048/SRR14180048/SRR14180048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/048/SRR14180048	EG57N_EG12N_pupa
PRJNA720479	SAMN18651815	SRX10548174	SRR14180052	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/052/SRR14180052/SRR14180052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/052/SRR14180052/SRR14180052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/052/SRR14180052	EF6N_EF110N_pupa
PRJNA720479	SAMN18651760	SRX10548172	SRR14180054	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/054/SRR14180054/SRR14180054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/054/SRR14180054/SRR14180054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/054/SRR14180054	EA87N_EA37N_larva
PRJNA720479	SAMN18651813	SRX10548171	SRR14180055	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/055/SRR14180055/SRR14180055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/055/SRR14180055/SRR14180055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/055/SRR14180055	EF64N_EF15N_pupa
PRJNA720479	SAMN18651811	SRX10548169	SRR14180057	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/057/SRR14180057/SRR14180057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/057/SRR14180057/SRR14180057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/057/SRR14180057	EF54N_EF93N_pupa
PRJNA720479	SAMN18651894	SRX10548148	SRR14180078	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/078/SRR14180078/SRR14180078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/078/SRR14180078/SRR14180078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/078/SRR14180078	SP17N_SP39N_adult
PRJNA720479	SAMN18651887	SRX10548140	SRR14180086	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/086/SRR14180086/SRR14180086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/086/SRR14180086/SRR14180086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/086/SRR14180086	SD78N_SD55N_adult
PRJNA720479	SAMN18651884	SRX10548137	SRR14180089	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/089/SRR14180089/SRR14180089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/089/SRR14180089/SRR14180089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/089/SRR14180089	SD132N_SD21N_adult
PRJNA720479	SAMN18651767	SRX10548136	SRR14180090	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/090/SRR14180090/SRR14180090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/090/SRR14180090/SRR14180090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/090/SRR14180090	EF6N_EF110N_larva
PRJNA720479	SAMN18651882	SRX10548134	SRR14180092	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/092/SRR14180092/SRR14180092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/092/SRR14180092/SRR14180092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/092/SRR14180092	SD18N_SD151N_adult
PRJNA720479	SAMN18651804	SRX10548130	SRR14180096	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/096/SRR14180096/SRR14180096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/096/SRR14180096/SRR14180096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/096/SRR14180096	EA70N_EA2N_pupa
PRJNA720479	SAMN18651798	SRX10548123	SRR14180103	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180103/SRR14180103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180103/SRR14180103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/003/SRR14180103	SP17N_SP39N_larva
PRJNA720479	SAMN18651793	SRX10548117	SRR14180109	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/009/SRR14180109/SRR14180109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/009/SRR14180109/SRR14180109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/009/SRR14180109	SD114N_SD54N_larva
PRJNA720479	SAMN18651791	SRX10548115	SRR14180111	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/011/SRR14180111/SRR14180111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/011/SRR14180111/SRR14180111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/011/SRR14180111	SD78N_SD55N_larva
PRJNA720479	SAMN18651790	SRX10548114	SRR14180112	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/012/SRR14180112/SRR14180112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/012/SRR14180112/SRR14180112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/012/SRR14180112	SD3N_SD145N_larva
PRJNA720479	SAMN18651784	SRX10548108	SRR14180118	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/018/SRR14180118/SRR14180118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/018/SRR14180118/SRR14180118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/018/SRR14180118	FR19N_FR112N_larva
PRJNA720479	SAMN18651782	SRX10548105	SRR14180121	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180121/SRR14180121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180121/SRR14180121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/021/SRR14180121	FR109N_FR158N_larva
PRJNA720479	SAMN18651780	SRX10548103	SRR14180123	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/023/SRR14180123/SRR14180123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/023/SRR14180123/SRR14180123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/023/SRR14180123	FR37N_FR48N_larva
PRJNA720479	SAMN18651779	SRX10548102	SRR14180124	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/024/SRR14180124/SRR14180124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/024/SRR14180124/SRR14180124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/024/SRR14180124	FR320N_FR110N_larva
PRJNA720479	SAMN18651778	SRX10548101	SRR14180125	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/025/SRR14180125/SRR14180125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/025/SRR14180125/SRR14180125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/025/SRR14180125	FR173N_FR260N_larva
PRJNA720479	SAMN18651853	SRX10548100	SRR14180126	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/026/SRR14180126/SRR14180126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/026/SRR14180126/SRR14180126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/026/SRR14180126	EA91N_EA103N_adult
PRJNA720479	SAMN18651852	SRX10548099	SRR14180127	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/027/SRR14180127/SRR14180127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/027/SRR14180127/SRR14180127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/027/SRR14180127	EA70N_EA2N_adult
PRJNA720479	SAMN18651848	SRX10548095	SRR14180131	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180131/SRR14180131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180131/SRR14180131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/031/SRR14180131	SP19N_SP1N_pupa
PRJNA720479	SAMN18651846	SRX10548093	SRR14180133	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/033/SRR14180133/SRR14180133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/033/SRR14180133/SRR14180133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/033/SRR14180133	SP17N_SP39N_pupa
PRJNA720479	SAMN18651843	SRX10548089	SRR14180137	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/037/SRR14180137/SRR14180137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/037/SRR14180137/SRR14180137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/037/SRR14180137	SP159N_SP87N_pupa
PRJNA720479	SAMN18651842	SRX10548088	SRR14180138	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/038/SRR14180138/SRR14180138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/038/SRR14180138/SRR14180138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/038/SRR14180138	SP107N_SP291N_pupa
PRJNA720479	SAMN18651878	SRX10548079	SRR14180147	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/047/SRR14180147/SRR14180147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/047/SRR14180147/SRR14180147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/047/SRR14180147	FR109N_FR158N_adult
PRJNA720479	SAMN18651876	SRX10548077	SRR14180149	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/049/SRR14180149/SRR14180149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/049/SRR14180149/SRR14180149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/049/SRR14180149	FR37N_FR48N_adult
PRJNA720479	SAMN18651870	SRX10548070	SRR14180156	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/056/SRR14180156/SRR14180156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/056/SRR14180156/SRR14180156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/056/SRR14180156	EG36N_EG28N_adult
PRJNA720479	SAMN18651864	SRX10548064	SRR14180162	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/062/SRR14180162/SRR14180162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/062/SRR14180162/SRR14180162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/062/SRR14180162	EF95N_EF59N_adult
PRJNA720479	SAMN18651765	SRX10548063	SRR14180163	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/063/SRR14180163/SRR14180163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/063/SRR14180163/SRR14180163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/063/SRR14180163	EF64N_EF15N_larva
PRJNA720479	SAMN18651863	SRX10548062	SRR14180164	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/064/SRR14180164/SRR14180164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/064/SRR14180164/SRR14180164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/064/SRR14180164	EF6N_EF110N_adult
PRJNA720479	SAMN18651859	SRX10548058	SRR14180168	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/068/SRR14180168/SRR14180168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/068/SRR14180168/SRR14180168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/068/SRR14180168	EF54N_EF93N_adult
