run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR14180141	SAMN18651839	SRX10548085	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/041/SRR14180141/SRR14180141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/041/SRR14180141/SRR14180141_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/041/SRR14180141	
SRR14180150	SAMN18651875	SRX10548076	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/050/SRR14180150/SRR14180150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/050/SRR14180150/SRR14180150_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/050/SRR14180150	
SRR14180153	SAMN18651873	SRX10548073	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/053/SRR14180153/SRR14180153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/053/SRR14180153/SRR14180153_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/053/SRR14180153	
SRR14180155	SAMN18651871	SRX10548071	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/055/SRR14180155/SRR14180155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/055/SRR14180155/SRR14180155_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/055/SRR14180155	
SRR14180157	SAMN18651869	SRX10548069	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/057/SRR14180157/SRR14180157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/057/SRR14180157/SRR14180157_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/057/SRR14180157	
SRR14180158	SAMN18651868	SRX10548068	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/058/SRR14180158/SRR14180158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/058/SRR14180158/SRR14180158_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/058/SRR14180158	
SRR14180160	SAMN18651866	SRX10548066	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/060/SRR14180160/SRR14180160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/060/SRR14180160/SRR14180160_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/060/SRR14180160	
SRR14180161	SAMN18651865	SRX10548065	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/061/SRR14180161/SRR14180161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/061/SRR14180161/SRR14180161_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/061/SRR14180161	
SRR14180165	SAMN18651862	SRX10548061	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/065/SRR14180165/SRR14180165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/065/SRR14180165/SRR14180165_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/065/SRR14180165	
SRR14180166	SAMN18651861	SRX10548060	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/066/SRR14180166/SRR14180166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/066/SRR14180166/SRR14180166_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/066/SRR14180166	
SRR14180169	SAMN18651858	SRX10548057	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/069/SRR14180169/SRR14180169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/069/SRR14180169/SRR14180169_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/069/SRR14180169	
SRR14180172	SAMN18651855	SRX10548054	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/072/SRR14180172/SRR14180172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/072/SRR14180172/SRR14180172_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/072/SRR14180172	
SRR14180176	SAMN18651754	SRX10548050	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/076/SRR14180176/SRR14180176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/076/SRR14180176/SRR14180176_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/076/SRR14180176	
